case,surface_triangle_count,contact_band_triangle_count,max_contact_normal_variation_deg,moving_contact_steps,unique_requested_patch_count,max_active_patch_count,total_patch_count,active_patch_fraction,mean_projection_error,mean_coarse_projection_error,max_force_jump,max_gap_jump,optimized_active_wall_time_seconds,gate_threshold,passed
warped_triangulated_surface_moving_contact,328,58,47.5479347262754,35,54,34,256,0.1328125,0.3579906684215007,0.8604180176410239,0.038665817575662266,0.04301934494508454,4.776006349999079,triangles >= 300; normal variation > 8 deg; unique patches > 4; active fraction < 0.25; projection error < coarse; jumps < 0.2,1
